exchange,stock_symbol,date,dividends
AMEX,NFZ,2004-08-11,0.077
AMEX,NFZ,2004-07-13,0.077
AMEX,NFZ,2004-06-14,0.077
AMEX,NFZ,2004-05-12,0.077
AMEX,NFZ,2004-04-13,0.077
AMEX,NFZ,2004-03-11,0.077
AMEX,NFZ,2004-02-11,0.077
AMEX,NFZ,2004-01-13,0.077
AMEX,NFZ,2003-12-11,0.118
AMEX,NFZ,2003-11-12,0.076
AMEX,NFZ,2003-10-10,0.075
AMEX,NFZ,2003-09-11,0.075
AMEX,NFZ,2003-08-13,0.075
AMEX,NFZ,2003-07-11,0.075
AMEX,NFZ,2003-06-11,0.075
AMEX,NFZ,2003-05-13,0.075
AMEX,NFZ,2003-04-11,0.075
AMEX,NFZ,2003-03-12,0.076
AMEX,NFZ,2003-02-12,0.073
AMEX,NFZ,2003-01-13,0.073
AMEX,NFZ,2002-12-11,0.117
AMEX,NFZ,2002-11-13,0.071
AMEX,NFZ,2002-10-10,0.071
AMEX,NFZ,2002-09-11,0.071
AMEX,NFZ,2002-08-13,0.07
AMEX,NFZ,2002-07-11,0.07
AMEX,NFZ,2002-06-12,0.07
AMEX,NFZ,2002-05-13,0.07
AMEX,NFZ,2002-04-11,0.07
AMEX,NFZ,2002-03-13,0.07
AMEX,NFZ,2002-02-13,0.07
AMEX,NFZ,2002-01-11,0.07
AMEX,NFZ,2001-12-12,0.084
AMEX,NFZ,2001-11-13,0.07
AMEX,NFZ,2001-10-11,0.07
AMEX,NFZ,2001-08-13,0.07
AMEX,NFZ,2001-07-11,0.07
AMEX,NFZ,2001-06-13,0.07
AMEX,NFZ,2001-05-11,0.07
AMEX,NFZ,2001-04-10,0.07
AMEX,NFZ,2001-03-21,0.07
AMEX,NLR,2009-12-23,0.418
AMEX,NLR,2007-12-24,1.945
AMEX,NWI,2010-01-13,0.063
AMEX,NWI,2009-12-11,0.063
AMEX,NWI,2009-11-10,0.062
AMEX,NWI,2009-10-13,0.062
AMEX,NWI,2009-09-11,0.062
AMEX,NWI,2009-08-12,0.058
AMEX,NWI,2009-07-13,0.058
AMEX,NWI,2009-06-11,0.058
AMEX,NWI,2009-05-13,0.058
AMEX,NWI,2009-04-13,0.054
AMEX,NWI,2009-03-11,0.054
AMEX,NWI,2009-02-11,0.054
AMEX,NWI,2009-01-13,0.054
AMEX,NWI,2008-12-11,0.07
AMEX,NWI,2008-11-12,0.054
AMEX,NWI,2008-10-10,0.054
AMEX,NWI,2008-09-11,0.054
AMEX,NWI,2008-08-13,0.053
AMEX,NWI,2008-07-11,0.053
AMEX,NWI,2008-06-11,0.053
AMEX,NWI,2008-05-13,0.053
AMEX,NWI,2008-04-11,0.053
AMEX,NWI,2008-03-12,0.053
AMEX,NWI,2008-02-13,0.053
AMEX,NWI,2008-01-11,0.053
AMEX,NWI,2007-12-12,0.053
AMEX,NWI,2007-11-13,0.053
AMEX,NWI,2007-10-11,0.053
AMEX,NWI,2007-09-12,0.053
AMEX,NWI,2007-08-13,0.053
AMEX,NWI,2007-07-11,0.053
AMEX,NWI,2007-06-13,0.053
AMEX,NWI,2007-05-11,0.056
AMEX,NWI,2007-04-11,0.056
AMEX,NWI,2007-03-13,0.056
AMEX,NWI,2007-02-13,0.056
AMEX,NWI,2007-01-10,0.056
AMEX,NWI,2006-12-13,0.056
AMEX,NWI,2006-11-13,0.056
AMEX,NWI,2006-10-11,0.056
AMEX,NWI,2006-09-13,0.056
AMEX,NWI,2006-08-11,0.056
AMEX,NWI,2006-07-12,0.056
AMEX,NWI,2006-06-13,0.056
AMEX,NWI,2006-05-11,0.06
AMEX,NWI,2006-04-11,0.06
AMEX,NWI,2006-03-13,0.06
AMEX,NWI,2006-02-13,0.06
AMEX,NWI,2006-01-11,0.06
AMEX,NWI,2005-12-13,0.06
AMEX,NWI,2005-11-10,0.06
AMEX,NWI,2005-10-12,0.06
AMEX,NWI,2005-09-13,0.06
AMEX,NWI,2005-08-11,0.06
AMEX,NWI,2005-07-13,0.06
AMEX,NWI,2005-06-13,0.06
AMEX,NWI,2005-05-11,0.063
AMEX,NWI,2005-04-13,0.063
AMEX,NWI,2005-03-11,0.063
AMEX,NWI,2005-02-11,0.066
AMEX,NWI,2005-01-12,0.066
AMEX,NWI,2004-12-13,0.073
AMEX,NWI,2004-11-10,0.066
AMEX,NWI,2004-10-13,0.066
AMEX,NWI,2004-09-13,0.066
AMEX,NWI,2004-08-11,0.066
AMEX,NWI,2004-07-13,0.066
AMEX,NWI,2004-06-14,0.066
AMEX,NWI,2004-05-12,0.066
AMEX,NWI,2004-04-13,0.066
AMEX,NWI,2004-03-11,0.066
AMEX,NWI,2004-02-11,0.066
AMEX,NWI,2004-01-13,0.066
AMEX,NWI,2003-12-11,0.066
AMEX,NWI,2003-11-12,0.066
AMEX,NWI,2003-10-10,0.066
AMEX,NWI,2003-09-11,0.066
AMEX,NWI,2003-08-13,0.066
AMEX,NWI,2003-07-11,0.066
AMEX,NWI,2003-06-11,0.066
AMEX,NWI,2003-05-13,0.066
AMEX,NWI,2003-04-11,0.066
AMEX,NWI,2003-03-12,0.066
AMEX,NWI,2003-02-12,0.066
AMEX,NWI,2003-01-13,0.066
AMEX,NWI,2002-12-11,0.066
AMEX,NWI,2002-11-13,0.066
AMEX,NXZ,2010-01-13,0.08
AMEX,NXZ,2009-12-11,0.094
AMEX,NXZ,2009-11-10,0.078
AMEX,NXZ,2009-10-13,0.078
AMEX,NXZ,2009-09-11,0.078
AMEX,NXZ,2009-08-12,0.073
AMEX,NXZ,2009-07-13,0.073
AMEX,NXZ,2009-06-11,0.073
AMEX,NXZ,2009-05-13,0.073
AMEX,NXZ,2009-04-13,0.073
AMEX,NXZ,2009-03-11,0.073
AMEX,NXZ,2009-02-11,0.073
AMEX,NXZ,2009-01-13,0.073
AMEX,NXZ,2008-12-11,0.073
AMEX,NXZ,2008-11-12,0.073
AMEX,NXZ,2008-10-10,0.073
AMEX,NXZ,2008-09-11,0.073
AMEX,NXZ,2008-08-13,0.073
AMEX,NXZ,2008-07-11,0.073
AMEX,NXZ,2008-06-11,0.073
AMEX,NXZ,2008-05-13,0.073
AMEX,NXZ,2008-04-11,0.073
AMEX,NXZ,2008-03-12,0.073
AMEX,NXZ,2008-02-13,0.073
AMEX,NXZ,2008-01-11,0.073
AMEX,NXZ,2007-12-12,0.073
AMEX,NXZ,2007-11-13,0.073
AMEX,NXZ,2007-10-11,0.073
AMEX,NXZ,2007-09-12,0.073
AMEX,NXZ,2007-08-13,0.073
AMEX,NXZ,2007-07-11,0.073
AMEX,NXZ,2007-06-13,0.073
AMEX,NXZ,2007-05-11,0.077
AMEX,NXZ,2007-04-11,0.077
AMEX,NXZ,2007-03-13,0.077
AMEX,NXZ,2007-02-13,0.077
AMEX,NXZ,2007-01-10,0.077
AMEX,NXZ,2006-12-13,0.077
AMEX,NXZ,2006-11-13,0.077
AMEX,NXZ,2006-10-11,0.077
AMEX,NXZ,2006-09-13,0.077
AMEX,NXZ,2006-08-11,0.08
AMEX,NXZ,2006-07-12,0.08
AMEX,NXZ,2006-06-13,0.08
AMEX,NXZ,2006-05-11,0.082
AMEX,NXZ,2006-04-11,0.082
AMEX,NXZ,2006-03-13,0.082
AMEX,NXZ,2006-02-13,0.086
AMEX,NXZ,2006-01-11,0.086
AMEX,NXZ,2005-12-13,0.086
AMEX,NXZ,2005-11-10,0.086
AMEX,NXZ,2005-10-12,0.086
AMEX,NXZ,2005-09-13,0.086
AMEX,NXZ,2005-08-11,0.086
AMEX,NXZ,2005-07-13,0.086
AMEX,NXZ,2005-06-13,0.086
AMEX,NXZ,2005-05-11,0.086
AMEX,NXZ,2005-04-13,0.086
AMEX,NXZ,2005-03-11,0.086
AMEX,NXZ,2005-02-11,0.086
AMEX,NXZ,2005-01-12,0.086
AMEX,NXZ,2004-12-13,0.086
AMEX,NXZ,2004-11-10,0.086
AMEX,NXZ,2004-10-13,0.086
AMEX,NXZ,2004-09-13,0.086
AMEX,NXZ,2004-08-11,0.086
AMEX,NXZ,2004-07-13,0.086
AMEX,NXZ,2004-06-14,0.086
AMEX,NXZ,2004-05-12,0.086
AMEX,NXZ,2004-04-13,0.086
AMEX,NXZ,2004-03-11,0.086
AMEX,NXZ,2004-02-11,0.086
AMEX,NXZ,2004-01-13,0.086
AMEX,NXZ,2003-12-11,0.115
AMEX,NXZ,2003-11-12,0.086
AMEX,NXZ,2003-10-10,0.086
AMEX,NXZ,2003-09-11,0.086
AMEX,NXZ,2003-08-13,0.086
AMEX,NXZ,2003-07-11,0.086
AMEX,NXZ,2003-06-11,0.086
AMEX,NXZ,2003-05-13,0.084
AMEX,NXZ,2003-04-11,0.085
AMEX,NXZ,2003-03-12,0.085
AMEX,NXZ,2003-02-12,0.082
AMEX,NXZ,2003-01-13,0.082
AMEX,NXZ,2002-12-11,0.091
AMEX,NXZ,2002-11-13,0.079
AMEX,NXZ,2002-10-10,0.079
AMEX,NXE,2010-01-13,0.062
AMEX,NXE,2009-12-11,0.062
AMEX,NXE,2009-11-10,0.059
AMEX,NXE,2009-10-13,0.059
AMEX,NXE,2009-09-11,0.059
AMEX,NXE,2009-08-12,0.055
AMEX,NXE,2009-07-13,0.055
AMEX,NXE,2009-06-11,0.055
AMEX,NXE,2009-05-13,0.055
AMEX,NXE,2009-04-13,0.055
AMEX,NXE,2009-03-11,0.055
AMEX,NXE,2009-02-11,0.055
AMEX,NXE,2009-01-13,0.055
AMEX,NXE,2008-12-11,0.055
AMEX,NXE,2008-11-12,0.055
AMEX,NXE,2008-10-10,0.055
AMEX,NXE,2008-09-11,0.055
AMEX,NXE,2008-08-13,0.055
AMEX,NXE,2008-07-11,0.055
AMEX,NXE,2008-06-11,0.055
AMEX,NXE,2008-05-13,0.055
AMEX,NXE,2008-04-11,0.055
AMEX,NXE,2008-03-12,0.055
AMEX,NXE,2008-02-13,0.055
AMEX,NXE,2008-01-11,0.055
AMEX,NXE,2007-12-12,0.055
AMEX,NXE,2007-11-13,0.055
AMEX,NXE,2007-10-11,0.055
AMEX,NXE,2007-09-12,0.055
AMEX,NXE,2007-08-13,0.055
AMEX,NXE,2007-07-11,0.055
AMEX,NXE,2007-06-13,0.055
AMEX,NXE,2007-05-11,0.055
AMEX,NXE,2007-04-11,0.055
AMEX,NXE,2007-03-13,0.055
AMEX,NXE,2007-02-13,0.057
AMEX,NXE,2007-01-10,0.057
AMEX,NXE,2006-12-13,0.057
AMEX,NXE,2006-11-13,0.057
AMEX,NXE,2006-10-11,0.057
AMEX,NXE,2006-09-13,0.057
AMEX,NXE,2006-08-11,0.057
AMEX,NXE,2006-07-12,0.057
AMEX,NXE,2006-06-13,0.057
AMEX,NXE,2006-05-11,0.061
AMEX,NXE,2006-04-11,0.061
AMEX,NXE,2006-03-13,0.061
AMEX,NXE,2006-02-13,0.061
AMEX,NXE,2006-01-11,0.061
AMEX,NXE,2005-12-13,0.061
AMEX,NXE,2005-11-10,0.064
AMEX,NXE,2005-10-12,0.064
AMEX,NXE,2005-09-13,0.064
AMEX,NXE,2005-08-11,0.064
AMEX,NXE,2005-07-13,0.064
AMEX,NXE,2005-06-13,0.064
AMEX,NXE,2005-05-11,0.067
AMEX,NXE,2005-04-13,0.067
AMEX,NXE,2005-03-11,0.067
AMEX,NXE,2005-02-11,0.067
AMEX,NXE,2005-01-12,0.067
AMEX,NXE,2004-12-13,0.067
AMEX,NXE,2004-11-10,0.067
AMEX,NXE,2004-10-13,0.067
AMEX,NXE,2004-09-13,0.067
AMEX,NXE,2004-08-11,0.067
AMEX,NXE,2004-07-13,0.067
AMEX,NXE,2004-06-14,0.067
AMEX,NXE,2004-05-12,0.067
AMEX,NXE,2004-04-13,0.067
AMEX,NXE,2004-03-11,0.067
AMEX,NXE,2004-02-11,0.067
AMEX,NXE,2004-01-13,0.067
AMEX,NXE,2003-12-11,0.067
AMEX,NXE,2003-11-12,0.067
AMEX,NXE,2003-10-10,0.067
AMEX,NXE,2003-09-11,0.067
AMEX,NXE,2003-08-13,0.067
AMEX,NXE,2003-07-11,0.067
AMEX,NXE,2003-06-11,0.067
AMEX,NXE,2003-05-13,0.067
AMEX,NXE,2003-04-11,0.067
AMEX,NXE,2003-03-12,0.067
AMEX,NXE,2003-02-12,0.067
AMEX,NXE,2003-01-13,0.067
AMEX,NXE,2002-12-11,0.067
AMEX,NXE,2002-11-13,0.067
AMEX,NZW,2010-01-13,0.064
AMEX,NZW,2009-12-11,0.064
AMEX,NZW,2009-11-10,0.062
AMEX,NZW,2009-10-13,0.062
AMEX,NZW,2009-09-11,0.062
AMEX,NZW,2009-08-12,0.057
AMEX,NZW,2009-07-13,0.057
AMEX,NZW,2009-06-11,0.057
AMEX,NZW,2009-05-13,0.057
AMEX,NZW,2009-04-13,0.056
AMEX,NZW,2009-03-11,0.056
AMEX,NZW,2009-02-11,0.056
AMEX,NZW,2009-01-13,0.056
AMEX,NZW,2008-12-11,0.068
AMEX,NZW,2008-11-12,0.056
AMEX,NZW,2008-10-10,0.056
AMEX,NZW,2008-09-11,0.059
AMEX,NZW,2008-08-13,0.059
AMEX,NZW,2008-07-11,0.059
AMEX,NZW,2008-06-11,0.059
AMEX,NZW,2008-05-13,0.059
AMEX,NZW,2008-04-11,0.059
AMEX,NZW,2008-03-12,0.059
AMEX,NZW,2008-02-13,0.059
AMEX,NZW,2008-01-11,0.059
AMEX,NZW,2007-12-12,0.131
AMEX,NZW,2007-11-13,0.059
AMEX,NZW,2007-10-11,0.059
AMEX,NZW,2007-09-12,0.059
AMEX,NZW,2007-08-13,0.062
AMEX,NZW,2007-07-11,0.062
AMEX,NZW,2007-06-13,0.062
AMEX,NZW,2007-05-11,0.065
AMEX,NZW,2007-04-11,0.065
AMEX,NZW,2007-03-13,0.065
AMEX,NZW,2007-02-13,0.065
AMEX,NZW,2007-01-10,0.065
AMEX,NZW,2006-12-13,0.072
AMEX,NZW,2006-11-13,0.065
AMEX,NZW,2006-10-11,0.065
AMEX,NZW,2006-09-13,0.065
AMEX,NZW,2006-08-11,0.068
AMEX,NZW,2006-07-12,0.068
AMEX,NZW,2006-06-13,0.068
AMEX,NZW,2006-05-11,0.071
AMEX,NZW,2006-04-11,0.071
AMEX,NZW,2006-03-13,0.071
AMEX,NZW,2006-02-13,0.075
AMEX,NZW,2006-01-11,0.075
AMEX,NZW,2005-12-13,0.075
AMEX,NZW,2005-11-10,0.075
AMEX,NZW,2005-10-12,0.075
AMEX,NZW,2005-09-13,0.075
AMEX,NZW,2005-08-11,0.075
AMEX,NZW,2005-07-13,0.075
AMEX,NZW,2005-06-13,0.075
AMEX,NZW,2005-05-11,0.075
AMEX,NZW,2005-04-13,0.075
AMEX,NZW,2005-03-11,0.075
AMEX,NZW,2005-02-11,0.075
AMEX,NZW,2005-01-12,0.075
AMEX,NZW,2004-12-13,0.075
AMEX,NZW,2004-11-10,0.075
AMEX,NZW,2004-10-13,0.075
AMEX,NZW,2004-09-13,0.075
AMEX,NZW,2004-08-11,0.075
AMEX,NZW,2004-07-13,0.075
AMEX,NZW,2004-06-14,0.075
AMEX,NZW,2004-05-12,0.075
AMEX,NZW,2004-04-13,0.075
AMEX,NZW,2004-03-11,0.075
AMEX,NZW,2004-02-11,0.075
AMEX,NZW,2004-01-13,0.075
AMEX,NZW,2003-12-11,0.075
AMEX,NZW,2003-11-12,0.075
AMEX,NZW,2003-10-10,0.074
AMEX,NZW,2003-09-11,0.074
AMEX,NZW,2003-08-13,0.074
AMEX,NZW,2003-07-11,0.074
AMEX,NZW,2003-06-11,0.074
AMEX,NZW,2003-05-13,0.073
AMEX,NZW,2003-04-11,0.073
AMEX,NZW,2003-03-12,0.074
AMEX,NZW,2003-02-12,0.071
AMEX,NZW,2003-01-13,0.071
AMEX,NZW,2002-12-11,0.071
AMEX,NZW,2002-11-13,0.07
AMEX,NZW,2002-10-10,0.07
AMEX,NZW,2002-09-11,0.07
AMEX,NZW,2002-08-13,0.069
AMEX,NZW,2002-07-11,0.07
AMEX,NZW,2002-06-12,0.07
AMEX,NZW,2002-05-13,0.07
AMEX,NZW,2002-04-11,0.07
AMEX,NZW,2002-03-13,0.07
AMEX,NZW,2002-02-13,0.07
AMEX,NZW,2002-01-11,0.07
AMEX,NZW,2001-12-12,0.07
AMEX,NZW,2001-11-15,0.07
AMEX,NOM,2010-01-13,0.057
AMEX,NOM,2009-12-11,0.057
AMEX,NOM,2009-11-10,0.056
AMEX,NOM,2009-10-13,0.056
AMEX,NOM,2009-09-11,0.056
AMEX,NOM,2009-08-12,0.055
AMEX,NOM,2009-07-13,0.055
AMEX,NOM,2009-06-11,0.055
AMEX,NOM,2009-05-13,0.055
AMEX,NOM,2009-04-13,0.055
AMEX,NOM,2009-03-11,0.055
AMEX,NOM,2009-02-11,0.055
AMEX,NOM,2009-01-13,0.055
AMEX,NOM,2008-12-11,0.055
AMEX,NOM,2008-11-12,0.055
AMEX,NOM,2008-10-10,0.055
AMEX,NOM,2008-09-11,0.055
AMEX,NOM,2008-08-13,0.055
AMEX,NOM,2008-07-11,0.055
AMEX,NOM,2008-06-11,0.055
AMEX,NOM,2008-05-13,0.055
AMEX,NOM,2008-04-11,0.055
AMEX,NOM,2008-03-12,0.055
AMEX,NOM,2008-02-13,0.055
AMEX,NOM,2008-01-11,0.055
AMEX,NOM,2007-12-12,0.181
AMEX,NOM,2007-11-13,0.055
AMEX,NOM,2007-10-11,0.055
AMEX,NOM,2007-09-12,0.055
AMEX,NOM,2007-08-13,0.055
AMEX,NOM,2007-07-11,0.055
AMEX,NOM,2007-06-13,0.055
AMEX,NOM,2007-05-11,0.058
AMEX,NOM,2007-04-11,0.058
AMEX,NOM,2007-03-13,0.058
AMEX,NOM,2007-02-13,0.06
AMEX,NOM,2007-01-10,0.06
AMEX,NOM,2006-12-13,0.065
AMEX,NOM,2006-11-13,0.06
AMEX,NOM,2006-10-11,0.06
AMEX,NOM,2006-09-13,0.06
AMEX,NOM,2006-08-11,0.063
AMEX,NOM,2006-07-12,0.063
AMEX,NOM,2006-06-13,0.063
AMEX,NOM,2006-05-11,0.067
AMEX,NOM,2006-04-11,0.067
AMEX,NOM,2006-03-13,0.067
AMEX,NOM,2006-02-13,0.07
AMEX,NOM,2006-01-11,0.07
AMEX,NOM,2005-12-13,0.17
AMEX,NOM,2005-11-10,0.07
AMEX,NOM,2005-10-12,0.07
AMEX,NOM,2005-09-13,0.07
AMEX,NOM,2005-08-11,0.074
AMEX,NOM,2005-07-13,0.074
AMEX,NOM,2005-06-13,0.074
AMEX,NOM,2005-05-11,0.074
AMEX,NOM,2005-04-13,0.074
AMEX,NOM,2005-03-11,0.074
AMEX,NOM,2005-02-11,0.074
AMEX,NOM,2005-01-12,0.074
AMEX,NOM,2004-12-13,0.074
AMEX,NOM,2004-11-10,0.074
AMEX,NOM,2004-10-13,0.074
AMEX,NOM,2004-09-13,0.074
AMEX,NOM,2004-08-11,0.074
AMEX,NOM,2004-07-13,0.074
AMEX,NOM,2004-06-14,0.074
AMEX,NOM,2004-05-12,0.074
AMEX,NOM,2004-04-13,0.074
AMEX,NOM,2004-03-11,0.074
AMEX,NOM,2004-02-11,0.074
AMEX,NOM,2004-01-13,0.074
AMEX,NOM,2003-12-11,0.074
AMEX,NOM,2003-11-12,0.074
AMEX,NOM,2003-10-10,0.073
AMEX,NOM,2003-09-11,0.073
AMEX,NOM,2003-08-13,0.073
AMEX,NOM,2003-07-11,0.073
AMEX,NOM,2003-06-11,0.073
AMEX,NOM,2003-05-13,0.073
AMEX,NOM,2003-04-11,0.073
AMEX,NOM,2003-03-12,0.073
AMEX,NOM,2003-02-12,0.073
AMEX,NOM,2003-01-13,0.073
AMEX,NOM,2002-12-11,0.073
AMEX,NOM,2002-11-13,0.073
AMEX,NOM,2002-10-10,0.073
AMEX,NOM,2002-09-11,0.073
AMEX,NOM,2002-08-13,0.072
AMEX,NOM,2002-07-11,0.071
AMEX,NOM,2002-06-12,0.072
AMEX,NOM,2002-05-13,0.069
AMEX,NOM,2002-04-11,0.07
AMEX,NOM,2002-03-13,0.07
AMEX,NOM,2002-02-13,0.068
AMEX,NOM,2002-01-11,0.068
AMEX,NOM,2001-12-12,0.068
AMEX,NOM,2001-11-13,0.067
AMEX,NOM,2001-10-11,0.067
AMEX,NOM,2001-08-13,0.066
AMEX,NOM,2001-07-11,0.066
AMEX,NOM,2001-06-13,0.066
AMEX,NOM,2001-05-11,0.063
AMEX,NOM,2001-04-10,0.063
AMEX,NOM,2001-03-13,0.063
AMEX,NOM,2001-02-13,0.062
AMEX,NOM,2001-01-10,0.062
AMEX,NOM,2000-12-13,0.062
AMEX,NOM,2000-11-13,0.062
AMEX,NOM,2000-10-11,0.062
AMEX,NOM,2000-09-13,0.062
AMEX,NOM,2000-08-11,0.062
AMEX,NOM,2000-07-12,0.062
AMEX,NOM,2000-06-13,0.062
AMEX,NOM,2000-05-11,0.064
AMEX,NOM,2000-04-12,0.065
AMEX,NOM,2000-03-13,0.064
AMEX,NOM,2000-02-11,0.065
AMEX,NOM,2000-01-12,0.065
AMEX,NOM,1999-12-13,0.065
AMEX,NOM,1999-11-10,0.065
AMEX,NOM,1999-10-13,0.064
AMEX,NOM,1999-09-13,0.065
AMEX,NOM,1999-08-11,0.064
AMEX,NOM,1999-07-13,0.065
AMEX,NOM,1999-06-11,0.064
AMEX,NOM,1999-05-12,0.064
AMEX,NOM,1999-04-13,0.063
AMEX,NOM,1999-03-11,0.063
AMEX,NOM,1999-02-10,0.063
AMEX,NOM,1999-01-13,0.063
AMEX,NOM,1998-12-11,0.063
AMEX,NOM,1998-11-10,0.063
AMEX,NOM,1998-10-13,0.063
AMEX,NOM,1998-09-11,0.063
AMEX,NOM,1998-08-12,0.063
AMEX,NOM,1998-07-13,0.062
AMEX,NOM,1998-06-11,0.062
AMEX,NOM,1998-05-13,0.062
AMEX,NOM,1998-04-13,0.062
AMEX,NOM,1998-03-11,0.062
AMEX,NOM,1998-02-11,0.062
AMEX,NOM,1998-01-13,0.062
AMEX,NOM,1997-12-11,0.062
AMEX,NOM,1997-11-12,0.062
AMEX,NOM,1997-10-10,0.062
AMEX,NOM,1997-09-11,0.062
AMEX,NOM,1997-08-13,0.062
AMEX,NOM,1997-07-11,0.061
AMEX,NOM,1997-06-11,0.061
AMEX,NOM,1997-05-13,0.061
AMEX,NOM,1997-04-11,0.061
AMEX,NOM,1997-03-12,0.061
AMEX,NOM,1997-02-12,0.061
AMEX,NOM,1997-01-13,0.061
AMEX,NOM,1996-12-11,0.061
AMEX,NOM,1996-11-13,0.061
AMEX,NOM,1996-10-10,0.061
AMEX,NOM,1996-09-11,0.061
AMEX,NOM,1996-08-13,0.061
AMEX,NOM,1996-07-11,0.058
AMEX,NOM,1996-06-12,0.059
AMEX,NOM,1996-05-13,0.058
AMEX,NOM,1996-04-11,0.058
AMEX,NOM,1996-03-13,0.058
AMEX,NOM,1996-02-13,0.058
AMEX,NOM,1996-01-10,0.055
AMEX,NOM,1995-12-13,0.055
AMEX,NOM,1995-11-13,0.055
AMEX,NOM,1995-10-11,0.055
AMEX,NOM,1995-09-13,0.055
AMEX,NZR,2010-01-13,0.065
AMEX,NZR,2009-12-11,0.065
AMEX,NZR,2009-11-10,0.063
AMEX,NZR,2009-10-13,0.063
AMEX,NZR,2009-09-11,0.063
AMEX,NZR,2009-08-12,0.06
AMEX,NZR,2009-07-13,0.06
AMEX,NZR,2009-06-11,0.06
AMEX,NZR,2009-05-13,0.06
AMEX,NZR,2009-04-13,0.059
AMEX,NZR,2009-03-11,0.059
AMEX,NZR,2009-02-11,0.059
AMEX,NZR,2009-01-13,0.059
AMEX,NZR,2008-12-11,0.093
AMEX,NZR,2008-11-12,0.059
AMEX,NZR,2008-10-10,0.059
AMEX,NZR,2008-09-11,0.059
AMEX,NZR,2008-08-13,0.059
AMEX,NZR,2008-07-11,0.059
AMEX,NZR,2008-06-11,0.059
AMEX,NZR,2008-05-13,0.059
AMEX,NZR,2008-04-11,0.059
AMEX,NZR,2008-03-12,0.059
AMEX,NZR,2008-02-13,0.059
AMEX,NZR,2008-01-11,0.059
AMEX,NZR,2007-12-12,0.093
AMEX,NZR,2007-11-13,0.059
AMEX,NZR,2007-10-11,0.059
AMEX,NZR,2007-09-12,0.059
AMEX,NZR,2007-08-13,0.059
AMEX,NZR,2007-07-11,0.059
AMEX,NZR,2007-06-13,0.059
AMEX,NZR,2007-05-11,0.062
AMEX,NZR,2007-04-11,0.062
AMEX,NZR,2007-03-13,0.062
AMEX,NZR,2007-02-13,0.064
AMEX,NZR,2007-01-10,0.064
AMEX,NZR,2006-12-13,0.065
AMEX,NZR,2006-11-13,0.064
AMEX,NZR,2006-10-11,0.064
AMEX,NZR,2006-09-13,0.064
AMEX,NZR,2006-08-11,0.064
AMEX,NZR,2006-07-12,0.064
AMEX,NZR,2006-06-13,0.064
AMEX,NZR,2006-05-11,0.066
AMEX,NZR,2006-04-11,0.066
AMEX,NZR,2006-03-13,0.066
AMEX,NZR,2006-02-13,0.07
AMEX,NZR,2006-01-11,0.07
AMEX,NZR,2005-12-13,0.097
AMEX,NZR,2005-11-10,0.07
AMEX,NZR,2005-10-12,0.07
AMEX,NZR,2005-09-13,0.07
AMEX,NZR,2005-08-11,0.073
AMEX,NZR,2005-07-13,0.073
AMEX,NZR,2005-06-13,0.073
AMEX,NZR,2005-05-11,0.073
AMEX,NZR,2005-04-13,0.073
AMEX,NZR,2005-03-11,0.073
AMEX,NZR,2005-02-11,0.073
AMEX,NZR,2005-01-12,0.073
AMEX,NZR,2004-12-13,0.135
AMEX,NZR,2004-11-10,0.073
AMEX,NZR,2004-10-13,0.073
AMEX,NZR,2004-09-13,0.073
AMEX,NZR,2004-08-11,0.073
AMEX,NZR,2004-07-13,0.073
AMEX,NZR,2004-06-14,0.073
AMEX,NZR,2004-05-12,0.073
AMEX,NZR,2004-04-13,0.073
AMEX,NZR,2004-03-11,0.073
AMEX,NZR,2004-02-11,0.073
AMEX,NZR,2004-01-13,0.073
AMEX,NZR,2003-12-11,0.092
AMEX,NZR,2003-11-12,0.072
AMEX,NZR,2003-10-10,0.072
AMEX,NZR,2003-09-11,0.072
AMEX,NZR,2003-08-13,0.072
AMEX,NZR,2003-07-11,0.072
AMEX,NZR,2003-06-11,0.072
AMEX,NZR,2003-05-13,0.071
AMEX,NZR,2003-04-11,0.071
AMEX,NZR,2003-03-12,0.071
AMEX,NZR,2003-02-12,0.068
AMEX,NZR,2003-01-13,0.068
AMEX,NZR,2002-12-11,0.068
AMEX,NZR,2002-11-13,0.066
AMEX,NZR,2002-10-10,0.066
AMEX,NZR,2002-09-11,0.066
AMEX,NZR,2002-08-13,0.065
AMEX,NZR,2002-07-11,0.065
AMEX,NZR,2002-06-12,0.065
AMEX,NZR,2002-05-13,0.065
AMEX,NZR,2002-04-11,0.065
AMEX,NZR,2002-03-13,0.065
AMEX,NZR,2002-02-13,0.065
AMEX,NZR,2002-01-11,0.065
AMEX,NZR,2001-12-12,0.065
AMEX,NZR,2001-11-15,0.065
AMEX,NZF,2010-01-13,0.078
AMEX,NZF,2009-12-11,0.143
AMEX,NZF,2009-11-10,0.075
AMEX,NZF,2009-10-13,0.075
AMEX,NZF,2009-09-11,0.075
AMEX,NZF,2009-08-12,0.074
AMEX,NZF,2009-07-13,0.074
AMEX,NZF,2009-06-11,0.074
AMEX,NZF,2009-05-13,0.074
AMEX,NZF,2009-04-13,0.068
AMEX,NZF,2009-03-11,0.068
AMEX,NZF,2009-02-11,0.067
AMEX,NZF,2009-01-13,0.067
AMEX,NZF,2008-12-11,0.072
AMEX,NZF,2008-11-12,0.067
AMEX,NZF,2008-10-10,0.067
AMEX,NZF,2008-09-11,0.067
